name,Image_URL,information,location,visiting_date,tickets
"
        Monastery of the Syrians 
    ","https://egymonuments.gov.eg/media/2368/p1180579.jpg?center=0.43564356435643564,0.53333333333333333&mode=crop&width=645&height=423&rnd=132239961370000000","The Monastery of the Syrians, also known as the al-Surian, is one of the four surviving monasteries in Wadi Natrun situated in an area of the Western Desert. Its valuable collection is a beacon for visitors, who come in reverence to admire its rare relics for their artistic qualities           Currently, it is the smallest surviving monastery of Wadi Natrun and is the most famous amongst clergymen and scholars around the world. Although the monastery’s foundations date back to the fourth century AD, it is known as the Monastery of the Syrians because of a group of al-Surian monks who settled in Wadi Natrun in 984 AD.           The monastery includes a number of monumental buildings including a fortress, a group of monastic cells, and three large churches named the Virgin Mary, the Cave of Virgin Mary, the Church of Archangel Michael.           The Church of the Virgin Mary is the monastery’s main church. Built in 645 AD, it is also its oldest building after the Cave of Anba Bishoy to its west, and features beautiful engravings covering its walls, doors, and domes. In 1994, a team of researchers from the University of Leiden examining the plaster layers covering the walls of the church discovered many frescos (wall paintings) from the seventh to eighteenth centuries AD. Among the depictions are the birth and death of the Virgin Mary, and Jesus Christ carrying her soul.           An extensive and rare collection of Syriac manuscripts was discovered in the monastery’s library during the nineteenth century. This unparalleled collection, currently housed in the Vatican Library and other institutions, includes some of the oldest Greek texts by Aristotle, Euclid, and Hippocrates.","

 
 
 
 Wadi Natrun
 
 
",24 hours daily,free
"
        Shatby  Necropolis
    ","https://egymonuments.gov.eg/media/1606/dsc_0969.jpg?center=0.23622047244094488,0.40625&mode=crop&width=645&height=423&rnd=132936349900000000","The Shatby necropolis contains the oldest tombs in Alexandria, and appears to have been established very soon after this historic city was founded by Alexander the Great in 332 BC. The development of Alexandrian tombs can be traced here, from modest shaft graves, through gallery tombs, to the monumental hypogea.           The Alexandrian hypogeum consisted of a group of underground chambers cut into the bedrock around an open court where the funerary rituals were conducted. Some chambers featured bed-shaped sarcophagi called kline, after “bed” in Greek, but most contained loculi, rectangular burial niches carved into the walls. Many burials consisted of a niche housing an urn containing the remains of the deceased after cremation, a tradition that was imported from Greece.           The majority of what is visible in Shatby today are the ruins of a hypogeum built around 280 BC. It was apparently constructed for a single family, which then employed and expanded it over the course of several generations. Although much of the original decoration is not preserved, enough survives that gives tantalizing hints of the hypogeum’s past grandeur. Many of the walls are sculpted, featuring cornices, engaged columns, and solid, pseudo-windows. Painted garlands once hung between the engaged columns of the court, and painted birds flew against a sky-blue backdrop, providing a simulated beautiful outdoor setting for the funerary rituals that were conducted there.           The kline of the hypogeum, carved out of the bedrock, feature all the parts expected of a bed, including mattress and cushions, in a poignant allegory of death as protracted sleep. Kline, also used for banqueting, afforded the deceased life’s pleasures in death, and transformed the tomb into a home for eternity. ","

 
 
 
 Alexandria
 
 
","
 
 From
 
09:00 AM

 
 

 
 To
 
03:00 PM

 
 
","
 
 FOREIGNERS:
Adult: EGP 40 / Student: EGP 20

EGYPTIANS/ARABS:
Adult: EGP 10 / Student: EGP 5
 
"
"
        The Church of the Burning Bush
    ",https://egymonuments.gov.eg/media/2637/dsc_0109.jpg?anchor=center&mode=crop&width=645&height=423&rnd=132936374080000000,"According to Scripture, God commanded Moses to lead the Israelites out of Egypt by speaking to him from a bush which, although on fire, was unaffected by the flames. Empress Helena, the mother of Constantine the Great (272–337 AD), the first Roman emperor to convert to Christianity, built a church on the site of the Burning Bush in the 4th century AD. It was later rebuilt by Emperor Justinian I (527–565 AD), who included it within the much larger church that he built, the Church of the Transfiguration of Christ the Savior. A small altar on a marble floor marks the location of the Burning Bush, directly above its roots. A large bush, which used to be inside the church, thrives to this day, just on the other side of the wall behind the altar.    ","

 
 
 
 Saint Catherine’s Monastery
 
 
","
 
 From
 
09:00 AM

 
 

 
 To
 
03:00 PM

 
 
","
 
 FOREIGNERS:
Adult: EGP 140 / Student: EGP 70

EGYPTIANS/ARABS:
Adult: EGP 20 / Student: EGP 10
 
"
"
        The Library of Saint Catherine’s Monastery
    ",https://egymonuments.gov.eg/media/2640/dsc_0093.jpg?anchor=center&mode=crop&width=645&height=423&rnd=132936369380000000,"The library of Saint Catherine’s Monastery, with its rare books and manuscripts, is one of the most important of all libraries attached to any monastery. It is located in an old building to the south of the Church of the Transfiguration of Christ the Savior, and contains around 6,000 manuscripts on various topics, including religion, history, geography, and philosophy, the oldest of which dates to the 4th century AD. The library’s collection of manuscripts features many languages, including 2,319 are in Greek, 600 in Arabic, 284 in Latin, 86 in Georgian.             A project to conserve the library, completed in November 2017, brought to light a 5th–6th century ADGreek medical manuscript which included excerpts from the works of Hippocrates, as well as those of an anonymous, hitherto unknown, author.   ","

 
 
 
 Saint Catherine’s Monastery
 
 
","
 
 From
 
09:00 AM

 
 

 
 To
 
03:00 PM

 
 
",free
"
        The Fatimid Mosque
    ","https://egymonuments.gov.eg/media/2641/ghhgh.jpg?crop=0,0.17349498327759197,0,0.38783347592751027&cropmode=percentage&width=645&height=423&rnd=132936368870000000","The Fatimid mosque in Saint Catherine’s Monastery, built in 500 AH/1106 AD during the reign of the Fatimid Caliph al-Amir bi-Ahkam Allah, was the fruit of the harmonious relationship between Muslims and Christians. The Fatimid Caliphate witnessed the peak of this relationship, and the caliphs of the period worked tirelessly to build mosques in sacred locations. The Fatimid mosque in Saint Catherine’s Monastery became a stop for pilgrims on their way to Mecca, many of whose writings can still be seen on its mihrab to this day.             The mosque lies in the north-western sector of Saint Catherine’s Monastery, opposite the Church of the Transfiguration of Christ the Savior, its principal church, such that its minaret stands side-by-side with the church’s steeple, in a perfect symbol of religious harmony. The mosque features several semi-circular vaults and three mihrabs. The mihrab is a semi-circular recess in the wall of a given mosque that indicates the qibla, the direction of the Kaaba in Mecca, which Muslims face during prayer. The principal mihrab is similar in its design to the one in the oldest section of al-Azhar mosque, and has a beautiful minbar, or pulpit, one of only three complete surviving examples from the Fatimid Period.   ","

 
 
 
 Saint Catherine’s Monastery
 
 
","
 
 From
 
09:00 AM

 
 

 
 To
 
03:00 PM

 
 
",free
"
        Bagawat Cemetery
    ",https://egymonuments.gov.eg/media/2360/img_0182.jpg?anchor=center&mode=crop&width=645&height=423&rnd=132934596460000000,"Bagawat, near Kharga Oasis, is one of the oldest Christian cemeteries. The 263 known burials range from simple one-chamber structures to elaborate family mausoleums. Built over an ancient Egyptian cemetery, the style of the chapels fuses both Pharaonic and Christian elements. The cemetery began during the 4th century AD, and continued to be in use to the 11th century.             Early Christian burials continued the now-iconic ancient Egyptian tradition of using coffins and burying the deceased with burial goods. These were placed on shelves in pits dug under the chapels. Mummification was practice in this cemetery long after it had died out in the Nile valley.           The Chapel of the Exodus is one of the earliest in the cemetery. The interior of its dome is decorated in two bands illustrating scenes from the Old Testament. Perhaps the most striking of these shows the Exodus—hence the chapel’s name—with Moses leading the Israelites through the Sinai desert, as Pharaoh’s army gives chase. Other scenes depict Adam and Eve, Noah’s Ark, Daniel in the lion’s den, Jonah and the whale, as well as several other episodes from the Old Testament.           Similar themes are depicted on the dome of the Chapel of Peace, including the Annunciation of the Virgin Mary and others. Greek captions identify the scene that is depicted. The interior walls are also painted with many Byzantine frescoes of grape vines, peacocks, allegorical figures, and inscriptions.           Numerous Arabic graffiti dating from the 9th century to the present day can be seen in some of the chapels, including some by Turkish soldiers who are believed to have been garrisoned at Bagawat in the late 18th century.","

 
 
 
 New Valley Governorate (El Wadi El Gedid Governorate)
 
 
","
 
 From
 
09:00 AM

 
 

 
 To
 
03:00 PM

 
 
","
 
 FOREIGNERS:
Adult: EGP 50/ StudentS: EGP 25

EGYPTIANS/ ARABS:
Adult: EGP 10/ Students: EGP 5
 
"
"
        Mosque, Madrasa, and Khanqa of Sultan Barquq
    ","https://egymonuments.gov.eg/media/3352/%D8%A7%D9%84%D9%88%D8%A7%D8%AC%D9%87%D8%A9-%D8%A7%D9%84%D8%B1%D8%A6%D9%8A%D8%B3%D9%8A%D8%A9.jpg?center=0.38461538461538464,0.42335766423357662&mode=crop&width=645&height=423&rnd=132934593110000000","The madrasa and khanqa of Sultan Barquq is located on al-Mu’izz street and is known as the Zahiriya school. King Zahir Abu Sa’id Barquq ordered its construction, which began in 786 AH / 1384 AD. Its inauguration took place two years later, in 788 AH / 1386 AD. This madrasa lies in the middle of one of the world’s largest architectural heritage complexes. A charitable foundation was established here by al-Nasir Muhammad ibn Qalawun for his madrasa. The school itself taught the four Islamic legal schools and contained a mosque and a Sufi khanqa. A domed shrine inside the structure serves as the burial place of his father and of some of his wives and children. The building, with its many exquisite architectural and decorative elements, is an architectural marvel. It is composed of an open court, four iwans, the largest of which is the one on the side of the direction for prayer. It contains a marble mihrab, a wooden pulpit, a stand for the Qur’an, and a prayer platform (dikka). The establishment was also equipped with several branch-schools, wings for Sufis, rooms for students, a kitchen, and a washroom. The building’s façade is surmounted by a minaret and a dome that has been restored by the Assembly for the Preservation of Arab Antiquities in 1310 AH / 1892 AD. The madrasa of Sultan Barquq is characterized by inscriptions from the Qur’an in the naskh script, a foundation inscription, the marble panels and marvellously decorated ceiling of the largest iwan.                                                                                       ","

 
 
 
 Al-Mu'izz Street
 
 
","
 
 From
 
09:00 AM

 
 

 
 To
 
03:00 PM

 
 
",free
"
        Madrasa and Khanaqah of Sultan al-Zahir Barquq
    ","https://egymonuments.gov.eg/media/7428/01.jpg?center=0.50246305418719217,0.50370370370370365&mode=crop&width=645&height=423&rnd=132936330800000000","It was established by King Al-Zahir Abu Saeed Barquq bin Anas between the years (786-788 AH/1384-1386 AD). . It was used as a school to teach the four sects, a mosque and a Sufi khanqa, with a mausoleum dome in which his father and a number of his wives and sons were buried. The school consists of an open courtyard and four iwans, the largest of which is to the southeast, with a marble mihrab, a wooden pulpit, the Qur’an chair, and the bench of the rebeater,A mausoleum dome, secondary schools, Sufi classes, rooms for students, a kitchen, a toilet, and a cowshed were attached to  facility to serve the residents of the rooms. Above the entrance facade is a domed minaret that has been renovated from a picture drawn by a traveler. The facility is a wonderful architectural masterpiece with all its architectural and decorative elements. The facility distinguishes the cursive texts from Quranic verses, the name of the originator, the date of construction, the colored marble cladding, and the qibla roof with its magnificent decorations.","

 
 
 
 Al-Mu'izz Street
 
 
","
 
 From
 
09:00 AM

 
 

 
 To
 
03:00 PM

 
 
"," Egyptian: 10 EGP / Egyptian student: 5 EGP
Foreigner: 100 pounds / foreign student: 50 pounds
"
"
        Sabil-Kuttab of Abd al-Rahman Katkhuda
    ",https://egymonuments.gov.eg/media/1298/13.jpg?anchor=center&mode=crop&width=645&height=423&rnd=132756712440000000,"This Sabil is located at the intersection of Al-Mu’iz and Tambakshiya streets. Prince Abd al-Rahman Katkhuda al-Qazdagli, and Ottoman military man, established it in 1157 AH / 1744 AD. Prince Katkhuda was interested in constructing various buildings in Cairo. The sabil consists of the rectangular sabil room and its three facades. Each façade had a copper window and was fronted on the outside with marble basins for drinking. The Sabil’s interior walls were paneled with ceramic tiles (faience) decorated with various ottoman floral motifs.  Some tiles bear an illustration of the Great Mosque in Mecca and verses from the Quran. Above the sabil was a school dedicated to teaching Muslim orphans the Holy Qur’an and the prophetic traditions. The entrance door is surmounted by an inscription consisting of verses of poetry, the name of the founder and the date of completion. There is also a square space inside in which the names of the ‘sleepers of the cave’ were carved and encircled. ","

 
 
 
 Al-Mu'izz Street
 
 
",24 hours daily,free
"
        Madrasa and Mausoleum of al-Saleh Najm al-Din Ayyub
    ",https://egymonuments.gov.eg/media/1233/%D9%82%D8%A8%D8%A9-%D8%A7%D9%84%D8%B5%D8%A7%D9%84%D8%AD-%D9%86%D8%AC%D9%85-%D8%A7%D9%84%D8%AF%D9%8A%D9%86-%D8%A7%D9%8A%D9%88%D8%A8.jpg?anchor=center&mode=crop&width=645&height=423&rnd=132936329260000000," This is one of the most important architectural installations daring to the Ayyubid period.  It is located between al-Qasrayn  (“the two palaces) on Al-Mu’izz Street. Built in the year 641 AH / 1243 AD, it became known as the Salhiyya Madrasa, referring to its eponym Sultan Al-Malik Al-Salih Najm Al-Din Ayyub. The madrasa taught the four Sunni jurisprudence schools, replacing the Shi’ite curriculum that had been in place under the Fatimid Dynasty. Each of the four jurisprudence schools has its own allocated area inside the madrasa. This was the first institution of its kind to teach all four of the jurisprudence schools. One of the madrasa’s most important features is its main façade and distinctive minaret above the entrance. Only the western iwan, in which the Malik madhhab was taught, survives. The Mausoleum was built in 647AH\ 1249 AD by Shajarat al-Dur, wife of Sultan Najm al-Din Ayyub, she commissioned the structure for her husband following his death in the battle against the Crusaders in Mansura. He was buried in al-Rawda Citadel and later removed to the mausoleum when it was completed in 648 AH\ 1250 AD.  The dome has one main façade with an entrance overlooking al-Mu’izz Street. A plaque above the main entrance records the date of the Sultan’s death. The wooden cabin inside the dome is a good example of Ayyubid wooden antiques.   ","

 
 
 
 Al-Mu'izz Street
 
 
","
 
 From
 
09:00 AM

 
 

 
 To
 
03:00 PM

 
 
",free
